text,label
전엔 이상한 옷입고 나오더니 이번엔 음식에 장난하고 자빠졌네 얘 왜이러냐,0
너 진짜 씨 발년아 같다,1
ᄆᄎᄎ ᄆᄎᄎ ᄆᄎᄎ,1
저 ᄊ. 때문에 게임 졌네,1
ᄄᄎᄎᄂ 꺼져,1
저 셋 케미 좋다 ㅋㅋ,1
너 진짜 ᄀᄉᄁᄋ% 같다,1
ᄒᄌᄌ,1
완전 에미이네,1
개쇳기 꺼져,1
_ᄂᄋᄇ아,1
진짜 최자 또 욕하는 개새끼들은 너무 역겨움 학습능력이 없나?,0
원수연작가의 글에 전적으로 동의합니다. 창작물을 놓고 영화계 문학계에서는 일어난 적도 없는 일이 만화계에서는 참 쉽게도 일어나는 모습을 보면서 오랜 만화독자로서 참 화가나고 슬프기까지 합니다.,1
앞에가는 새끼가 웃기노첨에 브레이크 밟았을 때 본건데바로 비상등 켰으면 뒷차도 피해가 없었을듯,1
완전 개개같은놈이네,1
개잡 년,1
완전 Γᄊᄅᄀ이네,1
개쉑캬,1
이 .ᄀᄌᄀᄋᄂ!,1
개개썅놈,1
아 ᄎᄎᄎ* ㅋㅋㅋ,1
ᄀᄉᄁ. 꺼져,1
저 개불알 때문에 게임 졌네,1
편하게 해주겠다는데도 지랄하네,1
씨펄 씨펄 씨펄,1
남아있는게 의미없다? 찔리는게 있는거지!,1
저는 재밌었는데 웹툰 안보신 분들은 살짝 이해하기엔 무리가있는 스토리! 웹툰보고 보셔용 :),1
너 진짜 꼽%다 같다,1
아 ᄀᄃ ㅋㅋㅋ,1
ᄋᄂ- 꺼져,1
이 좆@밥!,1
썅불-알 꺼져,1
와..그럼 진격할때 바짓가랑이에 똥물 질질 흘리면서 달려오는 거에요?,1
상놈의@ 꺼져,1
이 ^코쟁이!,1
니@기미씹아,1
답답하긴 한데 둘이 친해보이던데 이런 반응을 연경선수가 원하진 않을듯.. 정 불편하면 자르겠죠,1
완전 @ᄃᄌ이네,1
쉬파 꺼져,1
시불놈 꺼져,1
븅신 보빨련 ㅁㅈㅎ나 쳐먹어라 이기,0
ᄊᄇᄌᄃ아,1
너 진짜 우라-질놈 같다,1
이 ^개썅년!,1
^씹%쉑키들아 뭔 댓글이 다 욕이냐? 도움을 주고 싶다잖아 그럼 된거 아니냐,1
그나저나 한지민 말할때마다 옆에 사진으로 딱맞는 표정 편집하는거 ㄹㅇ 개웃기네 ㅋㅋ,1
완전 죠카태이네,1
병역기피네 시발 ㅋㅋㅋ우리나라도 전쟁나면 저런새끼들 존나 많을듯 난민이랑께요 징징 ㅠㅠ,1
혹시 ᄌ@임?,1
비싸도 너무 비싸요.ㅠ,1
너 진짜 개si-bal 같다,1
용접 타일 도배 이딴게 뭔 기술이야 병신들아..머리자르는 깍새도 기술이냐?,0
너 진짜 씨발. 같다,1
혹시 죽_을임?,1
여튼 부러워요 !,1
ᄃᄌ#아,1
문재앙 이놈의 북한사랑에 환장한 정권이 또 한가정 풍비박산나게 만드는구나,0
힘내소...연기로 답해요.나도 53살 인데 이런일 저런일 다 있더라구요.인격을 믿습니다..홨팅,1
지랑.아,1
창 놈 꺼져,1
개호%로년,1
똘똘똘추 똘똘똘추 똘똘똘추,1
개지랄놈% 개지랄놈% 개지랄놈%,1
완전 좆*같은이네,1
여리면 살인못해 시발아,0
우리의 주적은 짱개다 일본이아니라.. 미국과 잘만지내면 독도문제는 걱정할필요가없음..,0
친목도모하는것도 아니고 그만하고 기부나 쳐해.,0
진짜인간쓰레기 자식들만모였구나 주둥아리를 처박아볼까 야 야 이병신들 제발거주둥아리닥쳐나 제발,0
저 @썩을 때문에 게임 졌네,1
^ᄌᄆᄒᄂ아,1
완전 케세끼이네,1
으이그 그딴걸 자랑이라고 짖거리냐? 너거새끼가 학교째고 그래봐라 ㅉㅉ 하여간 자식은 부모를 닮는다더니 ㅉ,0
다른 전략으로 똥냐사이트에 똥냐인척 자지들 몰카 올려서 퍼뜨리는 것을 생각했노. 사실 이미 똥냐사이트에 자지 몰카 많은데,1
당신들이 사복경찰이라도 돼? 자살한 사람은 어떻게 할거냐?,1
완전 개느마이네,1
ᄌᄅᄅ ᄌᄅᄅ ᄌᄅᄅ,1
완전 상놈이-이네,1
아무리 둘이 행복해보여도 애가 없어서 그런지 어딘가 허전해보이는데....? 아무리 세상이 엿같아도 나랑 배우자 꼭 닮은 아이있으면 더 좋을듯!,1
지효싫다지효를 만나는 의건이도 싫다속상해 진짜 내가신경쓸건아닌데 니엘아 그러지마..,1
*호로,1
한국사람이기 싫으면 뒤지면 돼지 씨발새끼들이 계속 징징대네 나는 한국인인게 행복하다,1
얘랑 아이유랑 둘다 나이 많은 남자들에 대한 이상한 뭔가가 있나봄 Eww,0
죽을%래 죽을%래 죽을%래,1
지도ㅜ일베츙이면서 ㅋㅋㅋ,1
댓글에 @씹선비 많은듯 아따 우리가 테러하는건 정당하지만 서도 니들이 우리 민족한태 테러를 한다고라?ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
혹시 씹창^임?,1
너 진짜 져꽈튼 같다,1
아름답다는 말이 어울리는 분,1
병신*쪼다,1
뒤럴아,1
○ᄀᄄ아,1
호~모,1
레알 공짜로 줘도 안봄 진심이다,1
화%냥,1
저 ^버러지 때문에 게임 졌네,1
저-년#들은 사람으로 살아가는걸 포기했냐?,1
ᄀᄀᄋᄂ^,1
판사도가해자도 다똑같은것들,1
혹시 ᄁᄌ%임?,1
%좆만아 %좆만아 %좆만아,1
너 진짜 병*신년 같다,1
ᄌᄌᄋᄅ,1
아 ᄆᄎᄉ-ᄁ ㅋㅋㅋ,1
시발 그럼 애초에 세계의 좋은 바다를 추천해달라든가,0
도대체 댓글 성비 왜이러냐고 ㅋㅋㅋ 왤케 관심이 많으실까ㅋ 지들이 뭘 안다고 왤케 쿵쾅대,1
저 니기%미씹 때문에 게임 졌네,1
아 육시랄% ㅋㅋㅋ,1
가짜 메시는 매시 마누라 따먹을 수 있노,0
너 진짜 ᄌᄇᄋ 같다,1
%ᄌᄆᄋ아,1
ㅋㅋㅋ보지꾸러기노 ㅋㅋㅋㅋ 갓치는 다커노 애노익잌ㅋㅋㅋㅋ,1
그러니까 어쩌라고? 평등에 입각한 법을 만들든가.. 말은 누가 못해~~! 여성가족부 해체? 대학 장학금 남녀 똑같이? 국방의 의무? 말만 쳐 씨부리지 말고 행동해라.. 아니면 그냥 입만 나불대는 쓰래기다.,1
씹~창아,1
저 짱깨^ 때문에 게임 졌네,1
김종국 이제 점점 노잼 되가네,1
본성이 그런 걸 몰랐다면 투표로 심판하는 수밖에 없을 거 같다...도무지 무서운 게 없는 몰염치집단이라서..어찌하겠나 그럼에도 찍어주는 맹종자들이 득실거리는 판인데...,1
개판이네 김준호는 디엔에이에 도박있는듯 차태현도 실망이다. 틀딱들만 보는 프로 폐지해라,0
ㅇㄴ 씨뱅 마약한것도 성추행한것도 아닌데 무안줫다고 존ㄴ 지ㄹㅏㄹ하네ㅋㅋ 여자연예인이 감히 생글거리지 않았다고 기사 헤드라인까지 비꼬기시전,0
아 ᄌ ᄋᄌ ㅋㅋㅋ,1
완전 @ᄊᄇᄋ이네,1
너 진짜 씨발썅썅썅썅 같다,1
기분개^더럽노,1
이 니미-!,1
lh가 가지는 이미지가 지금 압구정 아니라 솔직히 어느 지역에서도 안좋은건 사실이잖아요....,1
아 ᄌ%ᄋᄂ ㅋㅋㅋ,1
오늘 보니까 딱 공중파용으로 잘짰네여 이근대위님 컨셉도 잘살리고,1
셁기,1
와..오늘 민간 사찰 가지고 국정감사 하더만 바로 터트리는거봐...,1
ᄌ_ᄂ 꺼져,1
이 @미친년!,1
응 너 돈에 환장했자나ㅋㅋ 오죽하면 애새끼들까지 앵벌이 시키겠냐,0
그럼 저게 사실이라는거냐? 쟤 결혼도 하지 않았냐??,1
다르게 생겼구만... 하기사 애플 이것들은 둥근 모서리도 즈그들 지재권이라고 현질했었지,1
너 진짜 ᄄᄀ 같다,1
저 *개잡년 때문에 게임 졌네,1
양현석 재평가,1
머가리에 진짜 들은거없나봄 말이되는소리를 좀하지,1
너 진짜 좆만한한한 같다,1
ㅎㅎ신부가 옆에 있으니 다른이미지보이네요 부끄러워하는건지ㅎ축하하고요아 울집 시어머니보시면 안될것같아요..48우리 아주버님 장가가라 다시 말씀하실듯..ㅎ,1
ᄎᄎ_ ᄎᄎ_ ᄎᄎ_,1
좌좀????? 산이 우파 커밍아웃한거임??????????????박근혜 디스곡은 왜 냈었지???,0
개새 끼 개새 끼 개새 끼,1
_꼽사리 꺼져,1
재잇는데 송은이 좀 안나오면 안되냐말 너무 많고 다른 사람 말 다 끊고 싫다,1
와... 댓글들이 내 맘과 다르구나. '내부자'는 이병헌이죠. 그리고 조우진... 참 대단한 영화.,1
어차피 강성훈 없으면 젝키는 색깔을 잃는다...젝키가 아닌 다른 팀이 되야 할듯,1
정말보기좋네요 오래오래 행복하게 사세요 .. 김송님 정말 대단하세요 ..,1
모성애는 아름답다. 아기를 안고 있는 모습이 참 아름답네요. 늘 건강하시고 행복하시길,1
_ᄀᄀᄂ,1
아 개쉐리 ㅋㅋㅋ,1
완전 ~이년이네,1
ᄊ〇ᄂ 꺼져,1
이 개^불알!,1
니까짓게 이길수나 있노,0
ᄀ ᄌᄃ 꺼져,1
이 ᄉᄂᄂ!,1
니기_미아,1
씨 발놈 꺼져,1
아직까지 밝혀진 죄가 없으니 당연히 입대해야죠,0
연애기사 댓글 막은건 정말 잘했다,1
저 시이빡 때문에 게임 졌네,1
육지담이 응원한다. 스타되니깐 연락안받고 그런건가? 예로부터 조강지처한테 잘해야 한다고했었는데. 아쉽다 . 물론 육지담이 조강지처인지는모르겠으나.,1
완전 ᄌᄆ#ᄒᄀ이네,1
권력기관들이 온통 공익제보자를 잡으려 혈안이 됐군. 5공화국 시즌 2!,1
후라.질,1
ᄊᄇᄇᄃ ᄊᄇᄇᄃ ᄊᄇᄇᄃ,1
같은새끼* 같은새끼* 같은새끼*,1
뭔 조건만남을 찾냐 ㅋㅋㅋ걍 드라이브 할겸 수원평택역쪽가면 널린게 떡집인데 ㅉㅉ 하다못해 일산쪽 안마를 가겠다,1
니가 살찌는건 쳐먹고 운동을 안해서지,0
저건 뭔 개짓거리야,1
아 ᄀᄀᄋᄂᄂᄂᄂ ㅋㅋㅋ,1
이새끼들 올림픽 드라마도 찍었던데 좆되버리겠네 ㅋㅋ,0
땅부터 사놓고 논의 시작하는구나 아가리를 확 마!!,1
세상에 공짜 를 얘기하는 선동꾼 데마고그들은 역사를 통틀어 다 공산독재류로 가던 쓰레기였지 ㅡ 레닌트로츠키스탈린 마오쩌둥 저우언라이 김일성 그리고 문재앙 박 원숭이 리 죄명,0
쿵쾅이들이 또오오?,0
완전 ᄂᄀᄅ이네,1
남자는 역시 능력이 되야 여자 시야에 들어 올거 같다 남자는 특정 부위에 눈이 가지만 여자는 전체적으로 스캔 한다지,0
예민충 좆복치,1
조까 신상공개 찬성,1
뒈질래#,1
미?친?새?끼 저새끼 뇌를 까보고싶다,0
문빙신 답네 ㅋㅋㅋ,0
그래서 누군데,1
혹시 좆 만아임?,1
ᄊᄌᄁ. ᄊᄌᄁ. ᄊᄌᄁ.,1
ᄀᄀ ᄋ ᄀᄀ ᄋ ᄀᄀ ᄋ,1
아 ᄆᄎᄂ ᄋ ㅋㅋㅋ,1
너 진짜 ᄒ@ᄅᄉᄁᄋ 같다,1
완전 #좆만아이네,1
아 ᄌ^ᄀᄉ ㅋㅋㅋ,1
둘이 재밋더라 ‼️‼️,1
혹시 ᄀᄉ#임?,1
너 진짜 %ᄀᄅᄂ 같다,1
20대 30대 남자 비율보소 ㅋㅋ할짓 드럽게없나봐... 죽자고 덤벼드는거봐ㅠㅠ,0
ᄉᄉᄉᄋ,1
혹시 ᄌᄆᄒᄂ^임?,1
쪽~바리 쪽~바리 쪽~바리,1
이 걸레같@은놈!,1
아 니미씨발% ㅋㅋㅋ,1
너무 예쁜부부이네요,1
씨발.새끼아,1
이걸 이겨낼정도의 정신력이라면 뭘해도 성공할듯근데 난 저상황에 생각으로만 대입해봐도 진짜 못버티겠다존나 끔찍하네 씨발,1
oecd여성들중에 가장 의욕없고 꿀빨러에 핑계대기 일상인 한국 여자들이 전세계도 아니고 oecd 선진국 여자들에 비비면서 임금문제 거론하는게 가장 어이없다,0
양복ㅋㅋ 정준호 답닼ㅋㅋ,1
너 진짜 개씹 새끼 같다,1
븅ㄸ ㅏㄱ들ㅅㅂ,1
혹시 ᄋ.ᄇ임?,1
ᄂᄋᄇ@ ᄂᄋᄇ@ ᄂᄋᄇ@,1
혹시 애비-임?,1
완전 니미.랄이네,1
이 그새끼끼!,1
좆같은년#,1
완전 잡 새끼이네,1
ᄋᄌ,1
씨발_이아,1
기안내나노 ㅋ,1
어차피 우승후보들은 다음월드컵이면 조별리그 탈락인 징크스 있습 독일도 이 징크스 못 깰듯,1
머리카락좀 묶어주라.. 애 덥겠다,1
고뱃은 진도 다 뺀후 하는게 정섯임적어도 키스는 하고 고백해 아다새끼들아,0
너 진짜 *ᄌᄀᄂ 같다,1
너 진짜 그년# 같다,1
완전 ᄒᄌ~이네,1
ᄀ%ᄀᄅ,1
완전 맛간년^이네,1
감동실화,1
ᄀ#ᄊᄂ ᄀ#ᄊᄂ ᄀ#ᄊᄂ,1
ᄌᄀᄉ# ᄌᄀᄉ# ᄌᄀᄉ#,1
김주혁님 죽은지 얼마나 됬다고... 이건쫌 아닌것 같네요..,1
_ᄋᄎ아,1
아 ᄌ^ᄅᄋᄀ ㅋㅋㅋ,1
너 진짜 ᄂ-ᄆᄊᄇᄂ 같다,1
혹시 개씨발%년임?,1
이 ^씨발개!,1
저 ᄌ ᄐᄂ 때문에 게임 졌네,1
벌_레년아,1
혹시 씨 발병신임?,1
ᄉᄁ_,1
이 계집#년!,1
ᄌᄀᄀᄀᄃ ᄌᄀᄀᄀᄃ ᄌᄀᄀᄀᄃ,1
너 진짜 ᄊ#ᄌᄁ 같다,1
아 잡*새끼 ㅋㅋㅋ,1
씨발아아아아 씨발아아아아 씨발아아아아,1
저 카페에도 선동하는 애들 젓나많을듯,1
근데 황우슬혜는 성이 황우임 ? 황우씨가 있나,1
~ᄊᄇᄂᄋ ~ᄊᄇᄂᄋ ~ᄊᄇᄂᄋ,1
보기좋은커플 ㅎㅎㅎ 보는내내 기분좋음~!!,1
트왜이스 왜이즈원 쪽바리들 추방해야한다.,0
완전 @ᄂᄆᄅᄂ이네,1
너 진짜 썅*놈 같다,1
단호하게 내쳐야한다. 저런 인간에게 어떻게 나라의 국방을 맡기며 세금을 낼 수 있겠는가? 징그럽고 소름돋는다.,1
ᄌ~ᄈᄅ,1
저 찐따새끼 뒷감당 어떻게 하려고 모든일본인을 씹쓰레기로 만드는 진술을 하노ㅋㅋ 고양이를 누가 처먹어 ㅋㅋ,1
혹시 ^ᄀ임?,1
"저렇게 사고난후 앞차는 경찰올때까지 기다려야하냐 아니면 유턴해서 그냥 가도 되는거냐그냥가면 갔다고 지랄, 기다리면 본인도 잘못있는거 알고있으니 기다린거 아니냐고 지랄할텐데",1
아 개호로새끼끼끼끼 ㅋㅋㅋ,1
너 진짜 ᄇᄇᄉᄂ 같다,1
언제부터 학교에서 저딴거 가르치게 된거냐 이해가 안가네 ㅋㅋ,1
완전 ᄏᄌᄋ~이네,1
혹시 개#씹창임?,1
퍼트릴라고 그런거냐? ㅉ,1
드라마나 민폐없이 찍으세요 모델 한예슬씨. 지금 당신의 심정이 당시 스탭들 심정이겠죠?,0
잠을 잘 못 이루는 예민한 성격이구나. 악플 같은건 보지도 말길.,1
주적이라 말못하는 놈#처럼 어버버하네ㅋㅋ,1
혹시 ᄋᄋᄋᄎ임?,1
부목사집에 거주하는 지인의 자녀라.. .. .. 사안이 사안인만큼 집중은 코로나19로 향해있고.. 취재한 기자는 뭔가 꺼림직하지만.. 같이 거주하는 지인은 자녀인것은 사실임으로 사실을 적기만 했을 뿐이고.. 그 기사를 읽은 시민은 궁금할 따름이고...,1
좆^만아 좆^만아 좆^만아,1
아 존나씨#발 ㅋㅋㅋ,1
완전 뒈져라이네,1
잡#년 꺼져,1
저 ᄌ%ᄂᄊᄇ 때문에 게임 졌네,1
부러운쿵쾅년들 지네는 인스타에 ㅈㄴ올려도화제안되니까 남들이쁜사진들보면 관종이라고 빼애액ㅋㅋ 진짜 왜그러고사냐 돼지년들ㅋㅋ,0
좆만한년년년년아,1
#애미씨발 꺼져,1
이영자는 쳐먹는 방송 말고는 할줄아는게 머임?,0
저 ᄌᄌ ᄀ 때문에 게임 졌네,1
앞머리 있으니 예쁘잖아..,1
혹시 좆만이이이임?,1
뭔 18 쳐먹다가 방송 끝내냐 그냥 혼자 쳐먹어 방송하지말고 면상은 생기다가 만년이 ㅉㅉㅉ,0
.ᄌᄆ아,1
기집들도 같이 자놓고 쥐랄하네,0
아오좆팔 멋글 똥내땜에 토하는줄알았다익이,1
새퀴,1
좀 여자같은 남자보면 꼴리는데 나만그러냐?,1
개인적으로 yg랑 잘어울릴거같긴한데 ㅠ,1
오래갈꺼같지않음.. 조만간 ..,1
아이디어꿘은 ㅇㅊ야 ㅋㅋㅋㅋㅋㅋ 저거 처먹은 창놈 아주 남리 해 지겠노,1
너 진짜 쓔ᄊ 같다,1
ᄀ ᄒᄅᄉᄁ,1
ᄀᄊᄇ_ ᄀᄊᄇ_ ᄀᄊᄇ_,1
아 ᄀᄊᄇ%ᄂᄋ ㅋㅋㅋ,1
병@신쪼다 꺼져,1
음주운전ㅡㅡ진짜 죽이고싶다.,0
아 ᄊᄇᄊᄉ@ᄁ ㅋㅋㅋ,1
여초년들 물타기에 넘어간새끼들이 몇몇보이네,0
완전 슈ㅣㅂ발이네,1
혹시 좆 같네임?,1
너 진짜 쉿세 같다,1
아 #ᄍᄁᄅ ㅋㅋㅋ,1
ᄄ@ᄎᄂ 꺼져,1
씹벌레색기가 머라는거야..? ㅋㅋㅋ,0
혹시 ᄀᄂᄌ임?,1
정말로 너무들하는구나나도 개인적으로 기안84 지극히 비호감이지만 이건 아니다무슨 공산주의도 아니고 그 어느때보다창작이 중요시되는 시대에 이런걸로 발목잡음 작품을 하지말라는거아님?,1
완전 ᄊ.ᄌᄅ이네,1
최자는 대체 왜 욕먹는건가요?? 걍 페미년들이 어떻게든 남자탓하려고 발버둥치는것같은데 ㄹㅇ두뇌수준 심각해보입니다,0
혹시나 위험해서 취소한건 아닐까싶기도한데... 댓글 넘하네요~현아 언제나 응원해요^^,1
저 화냥% 때문에 게임 졌네,1
필터도 없네. 패션 죽이노. 몸매도 죽이고,1
아오 시빵 병걸릴꺼같아,1
아 .샹년 ㅋㅋㅋ,1
정말 축하드려요 그 나이에 임신 성공하기 쉽지 않은데 하늘이 도왔나봅니다..,1
김지원 저런 분장은 ㅎㅎ 그래도 이쁘긴 하지만,1
스포걱정은 안하셔도 됩니다. 본 사람도 뭘 스포해야할지 모르거든.,1
저 @이년 때문에 게임 졌네,1
아 좆먹어어어어 ㅋㅋㅋ,1
혹시 ᄀᄌ~ᄃ임?,1
아주 씨팔년들 입만벌렸다하면 구라가 자동으로나와 김구라,0
ᄀ~ᄋᄃ,1
왜#놈아,1
이 ^ᄇᄅᄂ!,1
황민현 다정하고 잘생기고..,1
아 그새새새끼 ㅋㅋㅋ,1
조刀ㅏ,1
총체적 난국이다...,1
저 ᄄᄎ~ 때문에 게임 졌네,1
부착연결하는 손잡이 추가 구성하면 셀프컷 졸라 쉬워질거다,0
이 ᄊᄇ_ᄋ!,1
ᄃᄋᄂ* 꺼져,1
너 진짜 ᄀᄊᄊᄊᄂ 같다,1
개쒸 꺼져,1
너 진짜 #변태 같다,1
이 ᄇᄉᄉ^ᄁ!,1
병 ㅅ들 물타기는 몇화 댓글보는데 역겹네 뭐가문제니 ㅋㅋ? ㅈ같은 이유달지말고 팩트가 없잖아 쿠키충은 닥치고,0
저 느금마마창년 때문에 게임 졌네,1
썩썩썩을 꺼져,1
저 애미^씨발 때문에 게임 졌네,1
민주화는 개뿔~공산화 종북 좌익운동!,1
걔썌아,1
설리는 한마디로 기댈 곳이 하나도 없었던 거야. 너무 불쌍하다.,1
저 ᄌᄂ# 때문에 게임 졌네,1
군복무중에 저런데 나가는거 쉽지않은데 금수저 연예인이라 그런지 하고싶은거 다하네,1
빠는 사람도 여자 까는 사람도 여자 ㅋㅋㅋ,0
이 왜년년!,1
일베는 뭐든지 다 깜 그냥 아가리로 까기만함 ㅋㅋ거기까지 만함 ㅋㅋ 행동 일절 노노 ㅋㅋㅋ,0
좆까#라 꺼져,1
좆좆좆나아,1
저 ᄊ%ᄇᄊ 때문에 게임 졌네,1
이 ᄇ#ᄉ!,1
야 돈있으면 조선족한테 칼로찌르라고 시켜,0
이보람씨가 제일 이쁘던데..,1
혹시 ᄊ*ᄄ임?,1
조폭새끼들 싸움 못한다고 착각하는 애들이 병신같음 저새끼들 태반이 유도 씨름 복싱 선출임,0
완전 씨벌넘이네,1
누구는 밥과 김치도 제대로 못 먹어 김치 반통 허겁지겁 먹고 잇을때 넌 하수도 오물 통채로 삼키듯 아구창에 쉬는 틈마다 뭘 쑤셧잖아 생각이 안놔⁉️⁉️⁉️,0
남자가 능력도 없어보이던데애를 셋이나율희는 그 나이에 30넘은 아줌마 삘이네,0
너 진짜 조쟁-이 같다,1
이 -앰창!,1
릴베인지 베릴인지 워맏짭은 계속 놔두더니 워마드가 뭐 좀 할라치면 조ㅈ레벌떡 달려와서 밴하노,1
아 ~ᄊᄊ ㅋㅋㅋ,1
썅썅썅썅 썅썅썅썅 썅썅썅썅,1
ᄋ~ᄋᄎ ᄋ~ᄋᄎ ᄋ~ᄋᄎ,1
ᄊ^ᄇᄉᄁ ᄊ^ᄇᄉᄁ ᄊ^ᄇᄉᄁ,1
아 _ᄁᄂ ㅋㅋㅋ,1
일게이들 씹선비 다 됐노 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
정부야..세금 함부러 쓰지마라. 그 돈 모아서 진짜 힘든사람 가려내라..결국 무능 정부 공무원들이 하는 그정도면 대한민국 미래없다..진짜 미래없다,1
좌앙의 바이러스 꼴좋다,0
완전 좆만_이이네,1
뭘보고 놀랐든 좆나 못생긴데다 고추도 없노 고추 1.9cm본다이기,1
ㅈㄹ,1
이 ᅲᄉᄉᄁ!,1
혹시 죠또임?,1
좆대가리리리리아,1
저 샹악년 때문에 게임 졌네,1
아니 강제도 아니고 여자들이 줘서 먹었는데 뭐가 문제임 ?,0
이 상@년!,1
니가 잡는순간에도니 아구통이 가만히 있을꺼 같노?,1
혹시 디질래임?,1
웃기다 ㅋㅋ,1
그래서? 잘생겼으니 인기끈거고 정치병 유투버도 아니고 지 능력으로 뜬건데 질투라도 해주길 바라냐?ㅋㅋㅋ,0
비아냥꺼리냐 쓰레기들,0
너 진짜 호로잡# 같다,1
@미친아,1
쉬이불새끠......,1
김현중 침대녀 j ?,0
왜놈@,1
소름끼치노 ㅡㅡ 저러면서 다른사람앞에선 정상인척할거아니냐??,1
ᄊᄋᄉ^ᄁ ᄊᄋᄉ^ᄁ ᄊᄋᄉ^ᄁ,1
병신%놈,1
아 뒈진% ㅋㅋㅋ,1
아 씹.개 ㅋㅋㅋ,1
*ᄇᄋᄆᄋ 꺼져,1
나 안 둘 다 똥인것을 꼭 찍어처먹어봐야 아는건가ㅋ,1
근데 임신이 되도 위험한거 아닌가 산모가 위험할 수도 있다고 본다,1
ㅈㅣㄹ ㅏㄹ 하고있었네 수년간 그렇게 살았다고?모자란 사람들인가?,1
너 진짜 엄창 같다,1
저 개씨%발놈아 때문에 게임 졌네,1
저 ᄌᄆ^ᄒ 때문에 게임 졌네,1
삼일한 시급한 피싸개년들 존나많네 몰려와서 쿵쾅쿵쾅거리면 다되는줄아나 죽통 빠개기 전에 개짖는소리 그만내 꼴페미새끼들아,0
.호로잡 꺼져,1
ᄃᄌ_ᄅ,1
스피카때부터 남다른 외모로 초반에 회사에서 밀어 주었음 수지정도는 되 있었을듯 대기 만성도 있으니 늦지않았으니 지금부터 꼭 꽃길 걷길....,1
비열한 문빠좌빨들아 함 해보자/정체를 드러낼때가 됬다/ 그동안 여론조작단으로 암약하고 있는 국민분열단들아 얼굴함보자,0
저 염병병할 때문에 게임 졌네,1
너 진짜 씹색끼 같다,1
좆만한.놈,1
완전 ᄌᄂᄂ이네,1
역시 엄마 아빠 닮아서 애가가 정말 예쁘네요~ 셋이 행복하게 살았음 좋겠고 앞으로 슈돌에서 나오는 모습 응원합니다! 정말 아이가 엄마아빠의 판박이네요 신기합니다,1
ᄂᄒᄋᄋᄋᄇ,1
저 ~좆먹어 때문에 게임 졌네,1
2008년 제대전 말년휴가 나와서부터 ~ 지금까지 매일 전화복귀연장중입니다. 질문받습니다.,1
정말 잘생겼다~~~~~~^^아침부터 눈이 호강하네요옹~~~}}^^,1
ᄇᄎᄂᄋ 꺼져,1
ᄃᄀᄅ@ ᄃᄀᄅ@ ᄃᄀᄅ@,1
ᄀᄇ#ᄋ 꺼져,1
하와이가서 낳을꺼쥬?,0
-니애비,1
아이가 약간 특별한느낌을 주기위한 컨셉이였던거같음,1
완전 ᄊᄇᄊᄇ^ᄂ이네,1
너 진짜 ᄇᄅ~ᄌ 같다,1
씳발아,1
벌레새끼. 벌레새끼. 벌레새끼.,1
좆 만한아,1
우리 동맹국 잠비아는 의료파견 안해도됩니꽈?,1
이 개놈.아!,1
이 캐새끼!,1
ᄋᄀ_ᄅㅇ 정신병이노,1
뭘처힘들고지지지랄이노 ㅗ,1
똘아이 추자현이네 남자 잡는여자네,0
개쌍영,1
ᄄᄀᄆ% 꺼져,1
상놈놈,1
너 진짜 ᄈᄀᄊ_ᄉᄁ 같다,1
야 꺼져 요새 이런거로 트러블없어 억지로 조장하지마,1
아 ~좆같아 ㅋㅋㅋ,1
너 진짜 창놈- 같다,1
저 #씹좆까 때문에 게임 졌네,1
아 ᄀ@ᄉᄁ ㅋㅋㅋ,1
ᄍᄁᄁ,1
코쟁_이아,1
시글년,1
조국 덮으로 정국 이 건드리면 클난다.. 방탄은 건드리지말. 네이버 실검내려,1
시발 난 이거 안쓰고 떡상할때까지 가지고 있을꺼다 .,0
젗밥,1
너 진짜 창뇬 같다,1
저 씨-발년 때문에 게임 졌네,1
언론통제. 과거에는 신문 요즘은 유튜브,1
여행은 꿈도 못꾸는 사람들도 있습니다 네이버와 기자님들의 생각과 배려가 아쉽네요 좋은 뉴스의 조건은 초등학생들도 배운답니다,1
_ᄄᄂ아,1
충재씨도 더 잘 되었으면 좋겠다.,1
저 ᄀ@ᄎᄇ 때문에 게임 졌네,1
쉑키,1
완전 씹딱구리이네,1
예쁘네.엄마 아빠 고루 닮음,1
ᄌᄆ#ᄋ 꺼져,1
55 실시간으로 보고 있었다이기야 ㅇㅊ하고 멋글달려는데 고 3분도 안 되는 사이에 마포가뿌더노 좆도 못팔 새끼,1
ㅋㅋ집도 주고 차도 주고 쌀도 배급받는 시대가머지않았구나ㅋㅆㅣㅂ ㅏㅅ ㅐ ㄲ ㅣ들ㅋ,0
오달수씨가 그런일만 아니었음 ..아깝다 잼났지싶은데,1
-ᄋᄉᄁ -ᄋᄉᄁ -ᄋᄉᄁ,1
저 썩을~새끼 때문에 게임 졌네,1
ᄊᄋ- ᄊᄋ- ᄊᄋ-,1
니가만만해ㅋ,1
야동을 150만원이나 주고 쳐보는 새끼가 있긴함??태어나서 야동에 1원도 결제 안해본것같은데,1
